"","track","artist","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_s","time_signature","chorus_hit","sections","popularity","decade","genre"
"28","Artificial Flowers","Bobby Darin",0.000226937564559009,0.000308028694244851,0.00062402496099844,0.000228328039180553,0.0005005005005005,0.000205185401831515,0.000694796190538128,0,0.000229161855736682,0.000509628259976902,0.000453985619204896,0.000280458437777492,0.000343112026076514,24.71523,10,1,"60s","edm"
"29","Rocking from Beginning to End (feat. Kenny Keys)","Tall Black Guy",0.000410378762577542,0.000258914933637353,0.000561622464898596,0.000260413464743816,0,0.000624345535853649,0.000152614192141323,0.00110906909544097,0.00042787563273912,0.000176573710147314,0.000497502194200342,0.000378134159691547,0.000343112026076514,84.52974,9,0,"10s","edm"
"30","Nine Million Rainy Days","The Jesus and Mary Chain",0.000287454248441412,0.000389173168292022,0.000561622464898596,0.000290564784998637,0,8.88025446626791e-05,7.14877005293566e-06,0.00165161959596122,0.000185893533324861,0.000225892574016046,0.000463298383914533,0.000382063650865954,0.000343112026076514,31.96727,14,0,"80s","edm"
"31","The Sound Of Goodbye","Crystal Gayle",0.000317082208258838,0.000372090121124196,0.000499219968798752,0.00017959549292677,0.0005005005005005,0.000199729955401725,0.00017269500689676,0,0.00046633636377185,0.000259989566320355,0.000540925486076826,0.000272068938846425,0.000343112026076514,44.56369,6,1,"80s","edm"
"32","Three Flowers","McCoy Tyner",0.000266651638356836,0.000209801173029855,0.000187207488299532,0.00048549497001377,0.0005005005005005,0.000145781651818255,0.000797208345790858,7.47368761760814e-06,0.000177880881026376,0.000265469440083547,0.000469745283913858,0.000866378729167901,0.000257334019557386,25.40491,25,0,"90s","edm"
"33","Could It Be I'm Falling In Love","The Spinners",0.00024080597128206,0.000388105477844033,0.000561622464898596,0.000230607520436931,0,0.000260952187558248,0.000731945697835687,0,0.000314095970100628,0.000502930636488555,0.000537064601430928,0.000352360366053168,0.000343112026076514,27.33958,15,1,"70s","edm"
"34","Love That Got Away","Firefall",0.000330950614981888,0.000428143869643623,0.000124804992199688,0.000203944497256264,0.0005005005005005,0.000172149642895569,9.12673030634622e-05,5.33834829829153e-08,0.000261212464930624,0.000465180395008785,0.000460538758311927,0.000288754814116993,0.000343112026076514,32.32072,12,1,"80s","edm"
"35","Classical Instrumental: Nadhaloludai - genre: Sax; Raga: Kalyanavasantham","Prasant Radhakrishnan",0.000230719857301659,0.000262651850205315,0.000374414976599064,0.000380673369815164,0.0005005005005005,0.000150630937533623,0.00093275384539006,0.00182375409211021,0.00028525042182608,0.00026486056522097,0.000464873832145879,0.000665911186597099,0.000343112026076514,30.18544,17,0,"00s","edm"
"36","I'm Gonna Miss You","The Artistics",0.000242697117653385,0.00032671327708466,0.00031201248049922,0.000467259119962744,0.0005005005005005,0.00011911058038373,0.000250006143705194,3.81310592735109e-07,0.00054325782583731,0.000538245378518018,0.000461277249670371,0.00023205444344026,0.000257334019557386,35.06981,8,1,"60s","edm"
"37","Political Song for Michael Jackson to Sing","Minutemen",0.000339145582590964,0.000477791475475116,6.2402496099844e-05,0.000298024905474057,0.0005005005005005,0.00048795937510892,0.000171690966158988,1.309529521336e-06,0.000184291002865164,0.000450567398306938,0.000445318062734742,0.000128583956623768,0.000343112026076514,49.21545,5,0,"80s","edm"
"38","Patterns","Ahmad Jamal Trio",0.000228828710930334,0.000217275006165779,0.00062402496099844,0.000564620599685929,0.0005005005005005,8.78933035910476e-05,0.000913677071372394,0.0020111410119686,0.000165060637348799,0.000160134088857736,0.000460352192074005,0.000533940953916392,0.000343112026076514,39.95327,16,0,"70s","edm"
"39","Quero Me Casar Contigo - Versão remasterizada","Roberto Carlos",0.000301322655164462,0.000194319661534014,0.000436817472698908,0.000366720181518546,0.0005005005005005,0.000357634821508401,0.000431737517241901,4.11815440153918e-07,0.000584923617789434,0.000586346492661597,0.000531959941865546,0.000207145561144758,0.000343112026076514,26.47451,9,0,"60s","edm"
"40","Particles","Joey Fehrenbach",0.000339775964714739,0.000362480907092295,0.00031201248049922,0.000272881536464309,0.0005005005005005,0.000110927410739046,0.000305228384282646,0.00191091079902109,0.000135093317752464,0.000105944226088388,0.000455480740306026,0.000519718594477247,0.000343112026076514,44.10244,13,0,"00s","edm"
"41","C.I.D.","U.K. Subs",0.000274846605965911,0.000426008488747645,0.000561622464898596,0.000242833828993869,0.0005005005005005,0.00019669915182962,1.40565703288061e-06,0.000531655912156381,0.000116343711374008,0.000544943002006364,0.000460352192074005,0.000186132307263093,0.000343112026076514,52.15778,6,0,"70s","edm"
"42","Wild Thing","The Troggs",0.000285563102070087,0.000351270157388409,0.000561622464898596,0.000465290477059508,0.0005005005005005,0.000163360312536464,0.00074399418668895,6.27528289758351e-05,0.000216341612059106,0.000463353770421054,0.000528270076271077,0.000219166841146892,0.000343112026076514,72.38265,6,1,"60s","edm"
"43","Lizzie And The Rainman","Tanya Tucker",0.000233871767920535,0.000289344111405042,0.000249609984399376,0.000516578805328018,0.0005005005005005,0.00066071517871891,0.000563266853890015,0,0.000360569353431843,0.000449349648581784,0.000464754637049428,0.000260781351989961,0.000343112026076514,34.08529,9,1,"70s","edm"
"44","Too Hot For My Chinchilla","Tangerine Dream",0.000291866923307837,0.000446294607259438,0,0.000334531143170902,0,0.000110018169667415,0.000469891065277231,0.0010916377540588,0.000238777038494865,0.000187533457673699,0.000450490093441597,0.000322109633277845,0.000343112026076514,45.88768,10,0,"90s","edm"
"45","Madness","Muse",0.000316451826135063,0.000222613458405724,0.00062402496099844,0.000264730664093017,0.0005005005005005,0.000217611696477146,0.000127513173697026,9.1296650489149e-06,0.00016986822872789,0.000132734720041774,0.000467195545328916,0.000396532926267584,0.000343112026076514,28.22421,14,1,"10s","edm"
"46","Reverse Culture Music","Steve Hauschildt",0.000296279598174262,0.000177770459590183,0.00031201248049922,0.000661947541814321,0,0.000104259642880415,0.000948818497194409,0.00201767776498692,0.000214739081599409,0.000441434275368284,0.000475036509717163,0.000520998324637099,0.000257334019557386,37.90066,17,0,"10s","edm"
"47","I Got You Babe","UB40",0.000476568885573919,0.000325645586636671,0.00031201248049922,0.000449057807506511,0.0005005005005005,0.000214883973262251,8.09256834644121e-05,1.71916604381715e-07,0.000182688472405467,0.000525459006403902,0.000450396810322635,0.000266800457681171,0.000343112026076514,71.93769,9,1,"80s","edm"
"48","Pearly-Dewdrops' Drops (7"""" Version)","Cocteau Twins",0.000282411191451211,0.000293614873196999,0.000436817472698908,0.000429302303284567,0.0005005005005005,9.57733928785209e-05,1.03416195990502e-06,0.000274543626769278,0.00068588303675035,0.000276429187609932,0.000464638033150727,0.000354392131687332,0.000257334019557386,78.91236,10,0,"80s","edm"
"49","When The Stars Go Blue","Tim McGraw",0.000280520045079886,0.000364082442764278,0.00062402496099844,0.000230918358790073,0.0005005005005005,8.75902232338371e-05,0.000358442543384555,1.58625206577805e-08,0.000174675820106982,0.000384200038286051,0.000470665159114726,0.000331967929448609,0.000343112026076514,41.90124,9,1,"00s","edm"
"50","Fight Song","Rachel Platten",0.000355535517809114,0.000381165489932103,0.000436817472698908,0.000172238985235731,0.0005005005005005,0.000390973660801557,5.51218365036752e-05,0,0.000248392221253047,0.000200928704650391,0.000455853872781871,0.000287851807168476,0.000343112026076514,27.18364,10,1,"10s","edm"
"51","Cultura E Civilizacao","Gal Costa",0.000261608581366636,0.000330450193652622,0.00062402496099844,0.0003626447453329,0,0.000524329017974181,9.22713438012341e-05,4.22710028517778e-06,0.000402235145383967,0.000512672634289786,0.000445911447019246,0.000365661376215154,0.000343112026076514,40.36562,13,0,"60s","edm"
"52","Kitty","Elmer Bernstein",0.000290606159060287,0.000125453627638718,0.00031201248049922,0.000628618762838488,0.0005005005005005,0.000140326205388466,6.83751742422638e-05,0.00199806750593197,0.000442298406876394,0.000479184516848055,0.000443460173948763,0.000223134427926939,0.000343112026076514,62.64263,7,0,"60s","edm"
"53","Santa Tell Me","Ariana Grande",0.000330950614981888,0.000331517884100611,0.000436817472698908,0.000254334848060141,0.0005005005005005,0.000351573214364191,4.9097592077044e-05,0,0.000471143955150942,0.000359845043782974,0.000497250848018696,0.000287964683037041,0.000343112026076514,29.39888,8,1,"10s","edm"
"54","Aires Choqueros - Instrumental","Paco de Lucía",0.000272325077470811,0.000230087291541648,0.000686427457098284,0.000543138215724304,0,0.000124262946456309,0.000958858904572128,0.00191308971669386,0.000197111246542741,0.000484664390611247,0.000441097001601744,0.000361259217341133,0.000257334019557386,26.65546,12,0,"70s","edm"
"55","teachme","Musiq Soulchild",0.000314560679763738,0.000325645586636671,0.000499219968798752,0.000176487109395345,0,0.000409158482234187,0.000474911268966091,0,0.000115702699190129,0.000265469440083547,0.000448196883433798,0.000367937235915089,0.000257334019557386,37.14811,12,1,"00s","edm"
"56","Earth Beats","Michalis Koumbios",0.000351753225066464,0.000347533240820447,6.2402496099844e-05,0.000336292560505376,0.0005005005005005,0.000363696428652611,8.22309364235155e-05,5.51266171211329e-05,0.000139900909131555,0.000259989566320355,0.00045595233829633,0.000324574560057625,0.000343112026076514,26.46894,11,0,"10s","edm"
"57","She's A River","Simple Minds",0.00023324138579676,0.000455903821291339,0.000124804992199688,0.000242384840261552,0.0005005005005005,0.000246101250054933,1.47593988452464e-06,1.25069874417116e-08,9.39082849382489e-05,0.000110206350126427,0.000476956587249116,0.000469224985623212,0.000343112026076514,29.65163,17,1,"90s","edm"
"58","Mishale","Andru Donalds",0.000380750802760116,0.000419602346059711,0.00062402496099844,0.000194895647420339,0,0.000224582544692987,1.87755617963338e-05,2.26607437968293e-08,0.000112818144362674,0.00048405551574867,0.000456162225313993,0.000340697466933727,0.000343112026076514,21.05753,14,1,"90s","edm"
"59","L'éveil De L'acrobate","François Bréant",0.000241436353405835,0.000297885634988955,0,0.00036761815898318,0.0005005005005005,9.63795535929419e-05,0.000462862780112828,0.000159496773646914,0.00025800740401123,0.000143085592705582,0.000463334660683018,0.000266123202469783,0.000257334019557386,23.86007,10,0,"70s","edm"
"60","Another Postcard (Chimps)","Barenaked Ladies",0.000391467298864291,0.000398782382323923,6.2402496099844e-05,0.00022629032108773,0,0.000237008839338618,2.27917247474213e-06,5.0986673542866e-07,7.19536176403989e-05,0.000442043150230861,0.000446489284117256,0.000289621136408227,0.000343112026076514,63.6742,8,1,"00s","edm"
"61","Not Fade Away","Sheryl Crow",0.00036499124966574,0.000487400689507017,0.000124804992199688,0.000138461217527581,0.0005005005005005,0.000186091339327253,1.59642477305726e-05,8.10557374271203e-08,0.000187496063784558,0.000555293874670173,0.000497670622054022,0.000176481420500816,0.000343112026076514,20.60941,7,1,"00s","edm"
"62","Charcoal Baby","Blood Orange",0.000392097680988066,0.00024556880303749,0.000436817472698908,0.000289735882723591,0,0.000112745892882309,0.000140565703288061,8.04020621252887e-07,0.000190701124703953,0.000312961679364549,0.000474813666710755,0.000341930635797796,0.000343112026076514,54.41236,14,0,"10s","edm"
"63","Hardcore (So You Wanna Be)","Statik Selektah",0.000397771120102041,0.000406790060683842,0.000686427457098284,0.000275161017720687,0,0.000657684375146805,4.33745598717444e-05,0,0.000440695876416697,0.00058573761779902,0.0004432502869311,0.00024100832171415,0.000343112026076514,74.64322,5,0,"00s","edm"
"64","Little Boy Sad","Johnny Burnette",0.000246479410396035,0.000393977775307972,0.000374414976599064,0.000316675206662606,0,0.00034551160721998,1.7269500689676e-06,6.66748807868248e-06,0.000127881930683827,0.000480402266573208,0.000501028814336629,0.000177346331843693,0.000343112026076514,34.64302,8,1,"60s","edm"
"65","Stay The Night","IMx",0.00036877354240839,0.000378496263812131,0.000686427457098284,0.000193548681223388,0.0005005005005005,0.000185182098255621,1.11448521892677e-05,0,0.00032371115285881,0.000442043150230861,0.000474759251558028,0.000309656603078451,0.000343112026076514,54.70426,8,1,"00s","edm"
"66","Amay Bhasaili Re","Kumar Sanu",0.000315821444011288,0.000212470399149828,0.000124804992199688,0.000430476581507549,0.0005005005005005,0.000157904866106675,0.000781143693986509,4.44499205245499e-08,0.00010993358953522,0.00022102157511543,0.000447647549511026,0.000461624206823741,0.000343112026076514,21.3673,20,0,"00s","edm"
"67","Heart Of Stone","The Rolling Stones",0.00023828444278696,0.000310697920364824,0,0.000389480456487535,0.0005005005005005,0.000110927410739046,0.000198800066078829,3.68237086698477e-05,0.000148714826659889,0.00034462317221855,0.000483196191428527,0.000238601243817009,0.000257334019557386,24.8153,9,1,"60s","edm"
"68","Driving at Night","Joe Satriani",0.000271064313223261,0.000482596082491067,0,0.000217345084036185,0.0005005005005005,0.000224279464335777,5.62262813152243e-08,0.00189565837531168,0.000160253045969708,0.000490753139237017,0.000486740949949056,0.000298876957630527,0.000343112026076514,27.20092,10,0,"80s","edm"
"69","Pigs in Zen","Jane's Addiction",0.000228198328806559,0.000453234595171367,0.000686427457098284,0.000345445023125683,0.0005005005005005,0.000360665625080506,1.01408114514958e-05,0.000270185791423734,0.000682677975830956,0.00041829703059036,0.000464086108030206,0.000381708091879975,0.000343112026076514,51.06191,11,0,"80s","edm"
"70","Newton's Beat","Marc Mac",0.000400292648597141,0.000421737726955689,0.00062402496099844,0.000293189642202952,0,0.000145478571461044,0.000235949573376388,0.00189130053996614,0.000151599381487344,0.000364107167821012,0.000464042057668474,0.000115716107607399,0.000343112026076514,28.52833,5,0,"10s","edm"
"71","Same Ole Love (365 Days A Year)","Anita Baker",0.000337254436219639,0.000330450193652622,0.000187207488299532,0.000469780364382677,0.0005005005005005,0.00014305392860336,6.53630520289482e-05,1.30517168599046e-07,7.61201968356113e-05,0.000447523023994054,0.000499792813010391,0.00034169359647381,0.000343112026076514,51.21224,10,1,"80s","edm"
"72","Alone Again (Naturally)","Gilbert O'Sullivan",0.000351753225066464,0.000247704183933468,0.000499219968798752,0.000293155104608158,0,0.00010729044645252,0.000585355750120995,2.89796050478683e-07,0.000254802343091836,0.000340361048180511,0.000445069307750846,0.000307204374833884,0.000343112026076514,31.78089,10,1,"70s","edm"
"73","More Love","Kim Carnes",0.000329689850734338,0.000282404123493113,0,0.000357049654976336,0,0.00016669419646578,0.000369486991500045,3.24658733243036e-09,0.000117465482695796,0.000415252656277476,0.000532011765820524,0.000307812493575776,0.000343112026076514,49.66078,9,1,"80s","edm"
"74","Everybody","Keith Urban",0.000262869345614186,0.000260516469309337,0.000124804992199688,0.000242764753804282,0.0005005005005005,8.84994643054686e-05,4.24709232077498e-05,0,0.00015368267108495,0.00012542822169085,0.000487686737127414,0.00033463885468852,0.000343112026076514,28.05318,11,1,"00s","edm"
"75","Misty Blue","Dorothy Moore",0.00024837055676736,0.000129724389430674,0.000187207488299532,0.00050645929005349,0.0005005005005005,9.15302678775737e-05,0.000660658805453885,1.31388735668155e-05,0.000136215089074252,0.00030687293073878,0.000449222997742372,0.000313794914609702,0.000257334019557386,37.87154,9,1,"70s","edm"
"76","The Creeper Returns","Little Sonny",0.000274216223842136,0.000357142454852349,0.000249609984399376,0.000289045130827718,0.0005005005005005,0.000243373526840039,0.000579331505694364,0.0018085016684008,0.000743574133299445,0.000509628259976902,0.000475694673945389,0.000361051807932646,0.000343112026076514,28.79087,9,0,"70s","edm"
"77","Dear to the Heart","Nobuo Uematsu",0.00023324138579676,0.000131859770326652,6.2402496099844e-05,0.000385784933844619,0.0005005005005005,0.000130627633957729,0.000974923556376478,0.00163418825457904,0.000187496063784558,4.37781026192822e-05,0.000537505105048245,0.000189254735977262,0.000257334019557386,43.28707,6,0,"90s","edm"
"78","Danzon","Eddie Lang",0.000318342972506388,8.32798549431487e-05,0.00031201248049922,0.000532638786907047,0.0005005005005005,0.00016669419646578,0.00097090739342539,0.00162329366621518,0.00016986822872789,0.00019118670684916,0.000458046026077462,0.000266481583352475,0.000343112026076514,28.2551,9,0,"90s","edm"
"79","Cupid","112",0.000431811754785893,0.000202861185117926,0.000499219968798752,0.000387477275989506,0.0005005005005005,0.00033945000007577,0.000374507195188904,0,5.94538800547617e-05,0.000529721130441941,0.00045491585919676,0.000355935709189953,0.000343112026076514,28.82987,11,1,"90s","edm"
"80","Soy Así","José José",0.00025215284951001,0.000284539504389091,0.000561622464898596,0.000255267363119568,0.0005005005005005,0.000134264598244255,0.000631541624058501,0,0.00019230365516365,0.000138823468667543,0.000444346363578896,0.000295960527376488,0.000343112026076514,17.92722,10,0,"80s","edm"
"81","Can't Put A Price On Love","The Knack",0.000395879973730716,0.000351270157388409,0.000124804992199688,0.000214374850883934,0.0005005005005005,0.000102441160737152,0.000557242609463383,5.27298076810836e-08,0.000147272549246162,0.000534592129342556,0.000477990475150937,0.000398639472164671,0.000257334019557386,37.97364,13,1,"80s","edm"
"82","O Toque da Concertina","Roberto Leal",0.000388945770369191,0.000407857751131831,0.000561622464898596,0.000134593006910696,0.0005005005005005,0.000131839955386571,0.000146589947714692,0,0.000141022680453343,0.000449349648581784,0.000455729495289923,0.000295113958362254,0.000343112026076514,43.17527,11,0,"90s","edm"
"83","Aquí","Allison",0.000241436353405835,0.000396113156203951,0.00062402496099844,0.000193030617301484,0.0005005005005005,0.000130324553600519,2.07836432718775e-05,0,0.000161855576429405,0.000172311586109275,0.000466783544886837,0.000339004328905257,0.000343112026076514,26.95208,12,0,"00s","edm"
"84","Brunnsparken","Björn Rosenström",0.000407857234082442,0.000324577896188682,0.000124804992199688,0.000257408693996772,0.0005005005005005,0.000125475267885151,0.000203820269767688,0,0.000119388519247432,0.000414643781414899,0.000453273039823942,0.000349802316681822,0.000343112026076514,32.46483,11,0,"00s","edm"
"85","It Amazes Me","John Denver",0.00023324138579676,0.000171898162126243,0.000124804992199688,0.000416937844348454,0.0005005005005005,0.000106381205380889,0.000872511401123748,0,0.000347749109754266,0.000460309396108169,0.000446701762332668,0.000222177804940854,0.000343112026076514,38.12565,8,1,"70s","edm"
"86","Don't Forget","Demi Lovato",0.000404074941339791,0.000240764196021539,0.000249609984399376,0.000265732254342032,0.0005005005005005,0.000272469241132248,0.000509048654050334,3.72594922044021e-09,0.00100799165914946,0.000372631415897089,0.000466330085280775,0.000314867235361066,0.000343112026076514,38.32154,11,1,"00s","edm"
"87","Try Me","DeJ Loaf",0.000353013989314014,0.00043241463143558,0,0.000277302348597891,0,0.000264286071487564,7.12868923818022e-06,1.72788171450824e-08,0.000386209840786996,0.000150392091056505,0.000440617630018193,0.000306984266890183,0.000343112026076514,68.50717,8,1,"10s","edm"
"88","Memory","Avantasia",0.00024963132101491,0.000505551427122832,0.000187207488299532,0.000175520056741124,0,0.000134870758958677,8.10260875381892e-08,3.48626827643528e-08,0.000213136551139712,0.000323312552028357,0.000445105584519331,0.000484576103748003,0.000343112026076514,21.08895,14,0,"10s","edm"
"89","(Sittin' On) The Dock Of The Bay","Michael Bolton",0.000292497305431612,0.000280268742597135,0.000124804992199688,0.000476826033720573,0.0005005005005005,0.000171543482181148,0.000192775821652197,1.57535747741419e-08,0.000429478163198817,0.000344014297355973,0.000462145300916261,0.000326267698086095,0.000343112026076514,32.25597,12,1,"80s","edm"
